date,year,month,month_name,day_of_week,day_type,mode,pax_daily
2025-08,2025,8,Aug,Thursday,Normal Weekday,Metro train,663200
2025-08,2025,8,Aug,Thursday,Normal Weekday,Regional bus,35500
2025-08,2025,8,Aug,Thursday,Normal Weekday,Regional train,70750
2025-08,2025,8,Aug,Thursday,Normal Weekday,Tram,453700
2025-08,2025,8,Aug,Tuesday,Normal Weekday,Metro bus,399350
2025-08,2025,8,Aug,Tuesday,Normal Weekday,Metro train,615950
2025-08,2025,8,Aug,Tuesday,Normal Weekday,Regional bus,33050
2025-08,2025,8,Aug,Tuesday,Normal Weekday,Regional train,68000
2025-08,2025,8,Aug,Tuesday,Normal Weekday,Tram,425750
2025-08,2025,8,Aug,Wednesday,Normal Weekday,Metro bus,405750
2025-08,2025,8,Aug,Wednesday,Normal Weekday,Metro train,612650
2025-08,2025,8,Aug,Wednesday,Normal Weekday,Regional bus,34350
2025-08,2025,8,Aug,Wednesday,Normal Weekday,Regional train,66850
2025-08,2025,8,Aug,Wednesday,Normal Weekday,Tram,443300
2025-09,2025,9,Sep,Friday,Normal Weekday,Metro bus,346150
2025-09,2025,9,Sep,Friday,Normal Weekday,Metro train,582750
2025-09,2025,9,Sep,Friday,Normal Weekday,Regional bus,29600
2025-09,2025,9,Sep,Friday,Normal Weekday,Regional train,65200
2025-09,2025,9,Sep,Friday,Normal Weekday,Tram,427250
2025-09,2025,9,Sep,Monday,Normal Weekday,Metro bus,365000
2025-09,2025,9,Sep,Monday,Normal Weekday,Metro train,512350
2025-09,2025,9,Sep,Monday,Normal Weekday,Regional bus,34100
2025-09,2025,9,Sep,Monday,Normal Weekday,Regional train,56450
2025-09,2025,9,Sep,Monday,Normal Weekday,Tram,388600
2025-09,2025,9,Sep,Monday,School Holiday Weekday,Metro bus,338650
2025-09,2025,9,Sep,Monday,School Holiday Weekday,Metro train,486000
2025-09,2025,9,Sep,Monday,School Holiday Weekday,Regional bus,30150
2025-09,2025,9,Sep,Monday,School Holiday Weekday,Regional train,63450
2025-09,2025,9,Sep,Monday,School Holiday Weekday,Tram,385350
2025-09,2025,9,Sep,Saturday,Weekend,Metro bus,176100
2025-09,2025,9,Sep,Saturday,Weekend,Metro train,337900
2025-09,2025,9,Sep,Saturday,Weekend,Regional bus,15050
2025-09,2025,9,Sep,Saturday,Weekend,Regional train,39700
2025-09,2025,9,Sep,Saturday,Weekend,Tram,345850
2025-09,2025,9,Sep,Sunday,Weekend,Metro bus,118950
2025-09,2025,9,Sep,Sunday,Weekend,Metro train,199200
2025-09,2025,9,Sep,Sunday,Weekend,Regional bus,8750
2025-09,2025,9,Sep,Sunday,Weekend,Regional train,28500
2025-09,2025,9,Sep,Sunday,Weekend,Tram,239150
2025-09,2025,9,Sep,Thursday,Normal Weekday,Metro bus,394800
2025-09,2025,9,Sep,Thursday,Normal Weekday,Metro train,591750
2025-09,2025,9,Sep,Thursday,Normal Weekday,Regional bus,35400
2025-09,2025,9,Sep,Thursday,Normal Weekday,Regional train,66150
2025-09,2025,9,Sep,Thursday,Normal Weekday,Tram,445100
2025-09,2025,9,Sep,Thursday,School Holiday Weekday,Metro bus,372200
2025-09,2025,9,Sep,Thursday,School Holiday Weekday,Metro train,600450
2025-09,2025,9,Sep,Thursday,School Holiday Weekday,Regional bus,32050
2025-09,2025,9,Sep,Thursday,School Holiday Weekday,Regional train,72150
2025-09,2025,9,Sep,Thursday,School Holiday Weekday,Tram,458950
2025-09,2025,9,Sep,Tuesday,Normal Weekday,Metro bus,384800
2025-09,2025,9,Sep,Tuesday,Normal Weekday,Metro train,593500
2025-09,2025,9,Sep,Tuesday,Normal Weekday,Regional bus,34500
2025-09,2025,9,Sep,Tuesday,Normal Weekday,Regional train,65000
2025-09,2025,9,Sep,Tuesday,Normal Weekday,Tram,430050
2025-09,2025,9,Sep,Tuesday,School Holiday Weekday,Metro bus,361500
2025-09,2025,9,Sep,Tuesday,School Holiday Weekday,Metro train,556450
2025-09,2025,9,Sep,Tuesday,School Holiday Weekday,Regional bus,29750
2025-09,2025,9,Sep,Tuesday,School Holiday Weekday,Regional train,71400
2025-09,2025,9,Sep,Tuesday,School Holiday Weekday,Tram,430500
2025-09,2025,9,Sep,Wednesday,Normal Weekday,Metro bus,395300
2025-09,2025,9,Sep,Wednesday,Normal Weekday,Metro train,580400
2025-09,2025,9,Sep,Wednesday,Normal Weekday,Regional bus,34850
2025-09,2025,9,Sep,Wednesday,Normal Weekday,Regional train,66150
2025-09,2025,9,Sep,Wednesday,Normal Weekday,Tram,439500
2025-09,2025,9,Sep,Wednesday,School Holiday Weekday,Metro bus,366700
2025-09,2025,9,Sep,Wednesday,School Holiday Weekday,Metro train,531250
2025-09,2025,9,Sep,Wednesday,School Holiday Weekday,Regional bus,30650
2025-09,2025,9,Sep,Wednesday,School Holiday Weekday,Regional train,76850
2025-09,2025,9,Sep,Wednesday,School Holiday Weekday,Tram,438150
2025-10,2025,10,Oct,Friday,Normal Weekday,Metro bus,374250
2025-10,2025,10,Oct,Friday,Normal Weekday,Metro train,546650
2025-10,2025,10,Oct,Friday,Normal Weekday,Regional bus,34600
2025-10,2025,10,Oct,Friday,Normal Weekday,Regional train,64500
2025-10,2025,10,Oct,Friday,Normal Weekday,Tram,431550
2025-10,2025,10,Oct,Friday,School Holiday Weekday,Metro bus,345600
2025-10,2025,10,Oct,Friday,School Holiday Weekday,Metro train,506300
2025-10,2025,10,Oct,Friday,School Holiday Weekday,Regional bus,31100
2025-10,2025,10,Oct,Friday,School Holiday Weekday,Regional train,64600
2025-10,2025,10,Oct,Friday,School Holiday Weekday,Tram,432050
2025-10,2025,10,Oct,Monday,Normal Weekday,Metro bus,366350
2025-10,2025,10,Oct,Monday,Normal Weekday,Metro train,503800
2025-10,2025,10,Oct,Monday,Normal Weekday,Regional bus,33350
2025-10,2025,10,Oct,Monday,Normal Weekday,Regional train,57400
2025-10,2025,10,Oct,Monday,Normal Weekday,Tram,389850
2025-10,2025,10,Oct,Saturday,Weekend,Metro bus,185150
2025-10,2025,10,Oct,Saturday,Weekend,Metro train,331050
2025-10,2025,10,Oct,Saturday,Weekend,Regional bus,15550
2025-10,2025,10,Oct,Saturday,Weekend,Regional train,43900
2025-10,2025,10,Oct,Saturday,Weekend,Tram,385050
2025-10,2025,10,Oct,Sunday,Weekend,Metro bus,115700
2025-10,2025,10,Oct,Sunday,Weekend,Metro train,213050
2025-10,2025,10,Oct,Sunday,Weekend,Regional bus,8650
2025-10,2025,10,Oct,Sunday,Weekend,Regional train,29600
2025-10,2025,10,Oct,Sunday,Weekend,Tram,233450
2025-10,2025,10,Oct,Thursday,Normal Weekday,Metro bus,410350
2025-10,2025,10,Oct,Thursday,Normal Weekday,Metro train,606950
2025-10,2025,10,Oct,Thursday,Normal Weekday,Regional bus,37500
2025-10,2025,10,Oct,Thursday,Normal Weekday,Regional train,69550
2025-10,2025,10,Oct,Thursday,Normal Weekday,Tram,456750
2025-10,2025,10,Oct,Thursday,School Holiday Weekday,Metro bus,340700
2025-10,2025,10,Oct,Thursday,School Holiday Weekday,Metro train,564700
2025-10,2025,10,Oct,Thursday,School Holiday Weekday,Regional bus,28000
2025-10,2025,10,Oct,Thursday,School Holiday Weekday,Regional train,69000
2025-10,2025,10,Oct,Thursday,School Holiday Weekday,Tram,435200
2025-10,2025,10,Oct,Tuesday,Normal Weekday,Metro bus,410300
2025-10,2025,10,Oct,Tuesday,Normal Weekday,Metro train,602350
2025-10,2025,10,Oct,Tuesday,Normal Weekday,Regional bus,37450
2025-10,2025,10,Oct,Tuesday,Normal Weekday,Regional train,67550
2025-10,2025,10,Oct,Tuesday,Normal Weekday,Tram,435450
2025-10,2025,10,Oct,Wednesday,Normal Weekday,Metro bus,395300
2025-10,2025,10,Oct,Wednesday,Normal Weekday,Metro train,587950
2025-10,2025,10,Oct,Wednesday,Normal Weekday,Regional bus,33900
2025-10,2025,10,Oct,Wednesday,Normal Weekday,Regional train,68700
2025-10,2025,10,Oct,Wednesday,Normal Weekday,Tram,439550
2025-10,2025,10,Oct,Wednesday,School Holiday Weekday,Metro bus,362000
2025-10,2025,10,Oct,Wednesday,School Holiday Weekday,Metro train,578450
2025-10,2025,10,Oct,Wednesday,School Holiday Weekday,Regional bus,31050
2025-10,2025,10,Oct,Wednesday,School Holiday Weekday,Regional train,71200
2025-10,2025,10,Oct,Wednesday,School Holiday Weekday,Tram,448550
2025-11,2025,11,Nov,Friday,Normal Weekday,Metro bus,373350
2025-11,2025,11,Nov,Friday,Normal Weekday,Metro train,513350
2025-11,2025,11,Nov,Friday,Normal Weekday,Regional bus,34650
2025-11,2025,11,Nov,Friday,Normal Weekday,Regional train,59800
2025-11,2025,11,Nov,Friday,Normal Weekday,Tram,473700
2025-11,2025,11,Nov,Monday,Normal Weekday,Metro bus,333500
2025-11,2025,11,Nov,Monday,Normal Weekday,Metro train,461800
2025-11,2025,11,Nov,Monday,Normal Weekday,Regional bus,30550
2025-11,2025,11,Nov,Monday,Normal Weekday,Regional train,53400
2025-11,2025,11,Nov,Monday,Normal Weekday,Tram,393300
2025-11,2025,11,Nov,Saturday,Weekend,Metro bus,180600
2025-11,2025,11,Nov,Saturday,Weekend,Metro train,337550
2025-11,2025,11,Nov,Saturday,Weekend,Regional bus,15450
2025-11,2025,11,Nov,Saturday,Weekend,Regional train,43600
2025-11,2025,11,Nov,Saturday,Weekend,Tram,361950
2025-11,2025,11,Nov,Sunday,Weekend,Metro bus,128700
2025-11,2025,11,Nov,Sunday,Weekend,Metro train,225400
2025-11,2025,11,Nov,Sunday,Weekend,Regional bus,9150
2025-11,2025,11,Nov,Sunday,Weekend,Regional train,30050
2025-11,2025,11,Nov,Sunday,Weekend,Tram,270750
2025-11,2025,11,Nov,Thursday,Normal Weekday,Metro bus,400600
2025-11,2025,11,Nov,Thursday,Normal Weekday,Metro train,604050
2025-11,2025,11,Nov,Thursday,Normal Weekday,Regional bus,36100
2025-11,2025,11,Nov,Thursday,Normal Weekday,Regional train,65200
2025-11,2025,11,Nov,Thursday,Normal Weekday,Tram,498850
2025-11,2025,11,Nov,Tuesday,Normal Weekday,Metro bus,374750
2025-11,2025,11,Nov,Tuesday,Normal Weekday,Metro train,573300
2025-11,2025,11,Nov,Tuesday,Normal Weekday,Regional bus,33950
2025-11,2025,11,Nov,Tuesday,Normal Weekday,Regional train,61100
2025-11,2025,11,Nov,Tuesday,Normal Weekday,Tram,472400
2025-11,2025,11,Nov,Wednesday,Normal Weekday,Metro bus,392900
2025-11,2025,11,Nov,Wednesday,Normal Weekday,Metro train,588200
2025-11,2025,11,Nov,Wednesday,Normal Weekday,Regional bus,34550
2025-11,2025,11,Nov,Wednesday,Normal Weekday,Regional train,64850
2025-11,2025,11,Nov,Wednesday,Normal Weekday,Tram,485550
2025-12,2025,12,Dec,Friday,Normal Weekday,Metro bus,343700
2025-12,2025,12,Dec,Friday,Normal Weekday,Metro train,568400
2025-12,2025,12,Dec,Friday,Normal Weekday,Regional bus,32150
2025-12,2025,12,Dec,Friday,Normal Weekday,Regional train,65700
2025-12,2025,12,Dec,Friday,Normal Weekday,Tram,462700
2025-12,2025,12,Dec,Monday,Normal Weekday,Metro bus,333150
2025-12,2025,12,Dec,Monday,Normal Weekday,Metro train,494500
2025-12,2025,12,Dec,Monday,Normal Weekday,Regional bus,30600
2025-12,2025,12,Dec,Monday,Normal Weekday,Regional train,55200
2025-12,2025,12,Dec,Monday,Normal Weekday,Tram,400100
2025-12,2025,12,Dec,Monday,School Holiday Weekday,Metro bus,235650
2025-12,2025,12,Dec,Monday,School Holiday Weekday,Metro train,331250
2025-12,2025,12,Dec,Monday,School Holiday Weekday,Regional bus,25200
2025-12,2025,12,Dec,Monday,School Holiday Weekday,Regional train,44100
2025-12,2025,12,Dec,Monday,School Holiday Weekday,Tram,320600
2025-12,2025,12,Dec,Thursday,Normal Weekday,Metro bus,355900
2025-12,2025,12,Dec,Thursday,Normal Weekday,Metro train,597250
2025-12,2025,12,Dec,Thursday,Normal Weekday,Regional bus,32150
2025-12,2025,12,Dec,Thursday,Normal Weekday,Regional train,66900
2025-12,2025,12,Dec,Thursday,Normal Weekday,Tram,470750
2025-12,2025,12,Dec,Tuesday,Normal Weekday,Metro bus,367400
2025-12,2025,12,Dec,Tuesday,Normal Weekday,Metro train,582300
2025-12,2025,12,Dec,Tuesday,Normal Weekday,Regional bus,33350
2025-12,2025,12,Dec,Tuesday,Normal Weekday,Regional train,63150
2025-12,2025,12,Dec,Tuesday,Normal Weekday,Tram,461800
2025-12,2025,12,Dec,Tuesday,School Holiday Weekday,Metro bus,238900
2025-12,2025,12,Dec,Tuesday,School Holiday Weekday,Metro train,346900
2025-12,2025,12,Dec,Tuesday,School Holiday Weekday,Regional bus,25700
2025-12,2025,12,Dec,Tuesday,School Holiday Weekday,Regional train,46300
2025-12,2025,12,Dec,Tuesday,School Holiday Weekday,Tram,328350
2025-12,2025,12,Dec,Wednesday,Normal Weekday,Metro bus,366350
2025-12,2025,12,Dec,Wednesday,Normal Weekday,Metro train,595050
2025-12,2025,12,Dec,Wednesday,Normal Weekday,Regional bus,33450
2025-12,2025,12,Dec,Wednesday,Normal Weekday,Regional train,68450
2025-12,2025,12,Dec,Wednesday,Normal Weekday,Tram,477950
2025-12,2025,12,Dec,Wednesday,School Holiday Weekday,Metro bus,198600
2025-12,2025,12,Dec,Wednesday,School Holiday Weekday,Metro train,286150
2025-12,2025,12,Dec,Wednesday,School Holiday Weekday,Regional bus,21700
2025-12,2025,12,Dec,Wednesday,School Holiday Weekday,Regional train,44200
2025-12,2025,12,Dec,Wednesday,School Holiday Weekday,Tram,243150
2026-01,2026,1,Jan,Friday,Normal Weekday,Metro bus,334300
2026-01,2026,1,Jan,Friday,Normal Weekday,Metro train,515350
2026-01,2026,1,Jan,Friday,Normal Weekday,Regional bus,31550
2026-01,2026,1,Jan,Friday,Normal Weekday,Regional train,54350
2026-01,2026,1,Jan,Friday,School Holiday Weekday,Metro bus,246150
2026-01,2026,1,Jan,Friday,School Holiday Weekday,Metro train,382300
2026-01,2026,1,Jan,Friday,School Holiday Weekday,Regional bus,24350
2026-01,2026,1,Jan,Friday,School Holiday Weekday,Regional train,33300
2026-01,2026,1,Jan,Monday,School Holiday Weekday,Metro bus,284700
2026-01,2026,1,Jan,Monday,School Holiday Weekday,Metro train,459250
2026-01,2026,1,Jan,Monday,School Holiday Weekday,Regional bus,27000
2026-01,2026,1,Jan,Monday,School Holiday Weekday,Regional train,34550
2026-01,2026,1,Jan,Thursday,Normal Weekday,Metro bus,355600
2026-01,2026,1,Jan,Thursday,Normal Weekday,Metro train,598050
2026-01,2026,1,Jan,Thursday,Normal Weekday,Regional bus,34300
2026-01,2026,1,Jan,Thursday,Normal Weekday,Regional train,62550
2026-01,2026,1,Jan,Thursday,School Holiday Weekday,Metro bus,303700
2026-01,2026,1,Jan,Thursday,School Holiday Weekday,Metro train,521600
2026-01,2026,1,Jan,Thursday,School Holiday Weekday,Regional bus,27000
2026-01,2026,1,Jan,Thursday,School Holiday Weekday,Regional train,38350
2026-01,2026,1,Jan,Tuesday,School Holiday Weekday,Metro bus,283150
2026-01,2026,1,Jan,Tuesday,School Holiday Weekday,Metro train,486200
2026-01,2026,1,Jan,Tuesday,School Holiday Weekday,Regional bus,26000
2026-01,2026,1,Jan,Tuesday,School Holiday Weekday,Regional train,36950
2026-01,2026,1,Jan,Wednesday,Normal Weekday,Metro bus,347850
2026-01,2026,1,Jan,Wednesday,Normal Weekday,Metro train,582750
2026-01,2026,1,Jan,Wednesday,Normal Weekday,Regional bus,31200
2026-01,2026,1,Jan,Wednesday,Normal Weekday,Regional train,60350
2026-01,2026,1,Jan,Wednesday,School Holiday Weekday,Metro bus,278950
2026-01,2026,1,Jan,Wednesday,School Holiday Weekday,Metro train,480350
2026-01,2026,1,Jan,Wednesday,School Holiday Weekday,Regional bus,25000
2026-01,2026,1,Jan,Wednesday,School Holiday Weekday,Regional train,34900
